Year,OSHPD ID,Facility Name,County Name,Type of Control,Principal Injury Group,Count
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Misadventures/Complications,165
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Accidental Falls,275
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Fire Accidents,1
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Natural/Environment,9
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,12
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Other Accidents,60
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,250
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Self-Inflicted,48
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Inflicted by Others,18
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Undetermined,23
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Late Effects of Injury,63
2012,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Rail & Motor Vehicles,3
2012,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Misadventures/Complications,2
2012,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Accidental Falls,8
2012,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Other Accidents,67
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Rail & Motor Vehicles,29
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Other Vehicle/Transport,16
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Accidental Poisoning,59
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Misadventures/Complications,1165
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Accidental Falls,648
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Fire Accidents,4
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Natural/Environment,29
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Submersion/Suffocation/Foreign Body,32
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Other Accidents,180
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Adverse Effects of Drugs,1141
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Self-Inflicted,14
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Inflicted by Others,10
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Undetermined,17
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Late Effects of Injury,66
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Rail & Motor Vehicles,9
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Other Vehicle/Transport,1
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Accidental Poisoning,8
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Misadventures/Complications,34
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Accidental Falls,82
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Natural/Environment,7
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,6
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Other Accidents,35
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Adverse Effects of Drugs,108
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Self-Inflicted,40
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Inflicted by Others,12
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Undetermined,1
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Late Effects of Injury,15
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Rail & Motor Vehicles,20
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Other Vehicle/Transport,2
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Accidental Poisoning,33
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Misadventures/Complications,120
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Accidental Falls,218
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Fire Accidents,3
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Natural/Environment,11
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,9
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Other Accidents,73
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Adverse Effects of Drugs,250
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Self-Inflicted,31
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Inflicted by Others,4
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Undetermined,19
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Late Effects of Injury,41
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,1
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Misadventures/Complications,39
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Accidental Falls,4
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,1
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Other Accidents,3
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,2
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Late Effects of Injury,38
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,405
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Vehicle/Transport,21
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Poisoning,35
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Misadventures/Complications,548
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Falls,466
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Fire Accidents,2
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Natural/Environment,22
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,35
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Accidents,188
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,672
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Self-Inflicted,112
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Inflicted by Others,427
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Undetermined,28
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Late Effects of Injury,64
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,59
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Other Vehicle/Transport,24
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Accidental Poisoning,53
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Misadventures/Complications,1091
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Accidental Falls,577
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Fire Accidents,1
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Natural/Environment,34
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,34
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Other Accidents,151
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,949
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Self-Inflicted,19
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Inflicted by Others,9
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Undetermined,3
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Late Effects of Injury,48
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,56
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Vehicle/Transport,14
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Poisoning,43
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Misadventures/Complications,599
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Falls,599
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Fire Accidents,1
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Natural/Environment,25
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,29
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Accidents,203
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,593
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Self-Inflicted,43
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Inflicted by Others,12
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Undetermined,30
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Late Effects of Injury,19
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,15
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Vehicle/Transport,1
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Poisoning,13
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Misadventures/Complications,1034
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Falls,292
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Fire Accidents,1
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Natural/Environment,7
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,12
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Accidents,65
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,505
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Self-Inflicted,4
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Inflicted by Others,6
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Undetermined,5
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Late Effects of Injury,26
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Rail & Motor Vehicles,6
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Other Vehicle/Transport,2
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Accidental Poisoning,17
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Misadventures/Complications,70
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Accidental Falls,141
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Fire Accidents,1
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Natural/Environment,11
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,21
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Other Accidents,90
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Adverse Effects of Drugs,129
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Self-Inflicted,12
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Inflicted by Others,4
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Undetermined,22
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Late Effects of Injury,37
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Rail & Motor Vehicles,3
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Accidental Poisoning,4
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Misadventures/Complications,96
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Accidental Falls,67
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Natural/Environment,2
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Other Accidents,5
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Adverse Effects of Drugs,23
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Inflicted by Others,5
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Undetermined,1
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Late Effects of Injury,4
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Rail & Motor Vehicles,417
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Other Vehicle/Transport,45
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Accidental Poisoning,85
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Misadventures/Complications,4198
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Accidental Falls,474
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Fire Accidents,2
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Natural/Environment,11
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Submersion/Suffocation/Foreign Body,60
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Other Accidents,189
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Adverse Effects of Drugs,1331
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Self-Inflicted,72
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Inflicted by Others,92
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Undetermined,24
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,War,1
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Late Effects of Injury,97
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,24
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Other Vehicle/Transport,8
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Accidental Poisoning,23
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Misadventures/Complications,725
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Accidental Falls,383
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Natural/Environment,21
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,46
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Other Accidents,117
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,320
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Self-Inflicted,22
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Inflicted by Others,21
2012,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Other Accidents,53
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Undetermined,12
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Late Effects of Injury,34
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Other Vehicle/Transport,1
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Accidental Poisoning,1
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Misadventures/Complications,1
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Accidental Falls,9
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Fire Accidents,3
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Natural/Environment,11
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,1
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Other Accidents,54
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Adverse Effects of Drugs,19
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Self-Inflicted,18
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Inflicted by Others,9
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,11
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Other Vehicle/Transport,6
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Accidental Poisoning,10
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Misadventures/Complications,38
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Accidental Falls,330
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Natural/Environment,8
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,11
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Other Accidents,59
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,152
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Self-Inflicted,10
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Inflicted by Others,3
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Undetermined,2
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Late Effects of Injury,8
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Rail & Motor Vehicles,2
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Other Vehicle/Transport,1
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Misadventures/Complications,21
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Accidental Falls,78
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Natural/Environment,2
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,1
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Other Accidents,54
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Adverse Effects of Drugs,26
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Self-Inflicted,26
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Inflicted by Others,16
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Late Effects of Injury,18
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Rail & Motor Vehicles,2
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Misadventures/Complications,12
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Accidental Falls,1
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Other Accidents,14
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Adverse Effects of Drugs,2
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Late Effects of Injury,3
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Rail & Motor Vehicles,23
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Other Vehicle/Transport,7
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Accidental Poisoning,25
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Misadventures/Complications,233
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Accidental Falls,401
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Fire Accidents,73
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Natural/Environment,22
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Submersion/Suffocation/Foreign Body,8
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Other Accidents,241
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Adverse Effects of Drugs,272
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Self-Inflicted,45
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Inflicted by Others,8
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Undetermined,20
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Late Effects of Injury,28
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Rail & Motor Vehicles,35
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Vehicle/Transport,7
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Poisoning,60
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Misadventures/Complications,645
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Accidental Falls,464
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Fire Accidents,3
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Natural/Environment,18
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Submersion/Suffocation/Foreign Body,27
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Accidents,138
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Adverse Effects of Drugs,685
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Self-Inflicted,97
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Inflicted by Others,29
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Undetermined,22
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Late Effects of Injury,28
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Rail & Motor Vehicles,12
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Other Vehicle/Transport,4
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Accidental Poisoning,29
